Date,Open,High,Low,Close,Volume,Volume MA,K-line,D-line,Crossover,Crossunder
2020-03-10T15:50:00Z,276.89,277.34,274.94,275.27,269026,343033.4,NaN,NaN,NaN,NaN
2020-03-10T15:55:00Z,275.2,276.23,274.58,275.46,207517,342218.45,NaN,NaN,NaN,NaN
2020-03-10T16:00:00Z,275.59,278.19,275.5,277.07,306272,342590.55,NaN,NaN,NaN,NaN
2020-03-10T16:05:00Z,277.115,277.84,276.72,277.57,309908,349044.9,NaN,NaN,NaN,NaN
2020-03-10T16:10:00Z,277.61,279.82,277.6,279.49,260188,348158.35,NaN,NaN,NaN,NaN
2020-03-10T16:15:00Z,279.56,280.28,279.04,279.58,141663,344345,NaN,NaN,NaN,NaN
2020-03-10T16:20:00Z,279.58,279.63,278.68,279.28,74453,332393.3,NaN,NaN,NaN,NaN
2020-03-10T16:25:00Z,279.24,279.39,277.6,277.61,156183,324365.75,NaN,NaN,NaN,NaN
2020-03-10T16:30:00Z,277.55,277.66,275.79,276.29,373465,323724.65,NaN,NaN,NaN,NaN
2020-03-10T16:35:00Z,276.29,277.5,275.72,277.21,242584,319437.7,NaN,NaN,NaN,NaN
2020-03-10T16:40:00Z,277.205,278.33,276.21,278.265,189109,319028.85,NaN,NaN,NaN,NaN
2020-03-10T16:45:00Z,278.25,278.59,277.67,277.71,212449,316453.3,NaN,NaN,NaN,NaN
2020-03-10T16:50:00Z,277.72,279.14,277.35,278.99,501969,327513.9,NaN,NaN,NaN,NaN
2020-03-10T16:55:00Z,278.96,279.26,278.31,278.34,180769,321680.25,NaN,NaN,NaN,NaN
2020-03-10T17:00:00Z,278.34,278.44,276.97,277.57,201210,312626.9,NaN,NaN,NaN,NaN
2020-03-10T17:05:00Z,277.6,279.52,276.99,279.49,302398,293044.4,NaN,NaN,NaN,NaN
2020-03-10T17:10:00Z,279.42,279.825,278.54,279.74,278090,278769.5,NaN,NaN,NaN,NaN
2020-03-10T17:15:00Z,279.72,280.49,278.79,279.89,512168,282910.8,NaN,NaN,NaN,NaN
2020-03-10T17:20:00Z,279.93,280.89,279.85,280.09,531984,286723.1,NaN,NaN,NaN,NaN
2020-03-10T17:25:00Z,280.11,280.16,278.9,279.26,468776,286009.05,NaN,NaN,NaN,NaN
2020-03-10T17:30:00Z,279.27,280.25,278.53,280.03,382165,291666,NaN,NaN,NaN,NaN
